responseid,startdate,coop1,pass1,coop2,pass2,pass_prob,coop_mexotx,coop_mexoty,coop_meyotx,coop_meyoty,ddt_log_k,study,carit_correct,carit_go_correct,carit_nogo_correct,carit_rt,flanker_correct,flanker_error,flanker_slow,flanker_rt,q_gender,q_age,q_race,q_demrep,q_cash_choice,nfc,risk,trust,edu,income,wvs106_1,wvs108_1,wvs176_1,wvs250_1,bel2,bel2_5,urbanrural,urchild,q_income,q_maternal,q_household,q_neuro,q_anxious,q_exercise,q_sleep_1,q_screen_1,crt,bmi,Strategy
R_ahLKKYbP7pEXG8h,2/4/2022 14:57,0,1,27,1,1,100,33,69,19,-2.826567,Flanker,,,,,0.8604226,0.0924413,0.0471362,833.7154,1,40,1,1,2,2,5,5,7,5,4,2,3,10,4,97,4,2,4,2,2,2,2,2,8,9,3,28.40694,SuspiciousTitForTat
R_10MgA4zHrRii2bv,2/2/2022 20:18,3,0,72,1,1,100,71,29,72,0.7481868,Flanker,,,,,0.8715556,0.0948889,0.0335556,826.1449,2,36,1,2,1,3,4,2,7,3,3,2,4,2,1,2,1,5,2,4,1,2,5,1,10,14,0,47.63184,Other
R_2TNt41x5ZpExMof,2/4/2022 14:12,19,1,25,1,1,67,66,28,28,2.163357,Flanker,,,,,0.8602451,0.0938725,0.0458824,835.5182,1,59,1,4,1,2,6,3,6,4,9,9,9,8,3,96,1,3,1,2,1,2,2,3,8,8,3,27.24516,Random
R_3GvqwezBbQkSChZ,2/4/2022 15:33,76,0,50,1,0,38,42,65,63,-0.792573,Flanker,,,,,,,,,1,40,1,1,2,3,6,5,7,5,1,1,1,1,4,97,6,6,4,1,4,2,1,8,8,6,1,18.42951,Random
R_1mWLCMgT9HzMs8K,2/4/2022 17:15,28,1,10,1,1,0,0,0,0,-0.1966378,Flanker,,,,,0.8568996,0.0919214,0.051179,835.7028,1,69,1,1,2,2,6,6,5,7,2,1,10,10,4,98,1,1,4,1,3,2,2,5,6,9,2,32.63243,Defect
R_Zy25y8yeBSxcctb,2/3/2022 16:40,100,1,100,1,1,100,0,100,32,0.565844,Flanker,,,,,0.8675106,0.0960338,0.0364557,830.5022,2,62,1,5,1,5,3,6,3,5,2,8,7,9,1,2,6,4,1,2,2,2,2,7,6,8,0,24.18275,TitForTat
R_2EFUMM5wqFcC2jt,2/3/2022 18:05,,,,,,,,,,,Flanker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2uGYT3IL5IEw7U5,2/3/2022 16:22,0,1,100,1,1,0,0,0,0,6.024348,Flanker,,,,,,,,,2,44,1,5,1,2,5,6,4,4,10,9,7,7,4,98,2,3,1,2,3,2,2,1,5,3,0,23.02094,Other
R_ByUCeCaYNfLVXoJ,2/2/2022 18:23,26,1,65,1,1,70,24,50,50,-2.618479,Flanker,,,,,0.9058824,0.0639216,0.0301961,822.3121,2,51,1,1,1,3,2,2,6,3,3,1,8,10,4,4,3,3,1,2,3,2,4,1,10,12,1,41.51431,Random
R_1ibvjlPMUdIeO2d,2/2/2022 21:45,86,0,80,1,1,42,16,78,77,2.904118,Flanker,,,,,0.8739326,0.0923596,0.0337079,815.6741,2,39,1,1,1,2,5,5,6,5,5,4,7,10,3,96,2,3,2,4,5,2,2,6,7,4,0,23.91156,Other
R_1jeVhttqZ5nn5lc,2/2/2022 20:51,8,1,9,1,1,17,18,20,21,0.2042397,Flanker,,,,,0.8712575,0.0937725,0.0349701,816.5078,2,67,1,2,1,1,6,7,5,6,5,5,7,8,1,99,5,4,2,1,2,1,2,1,7,4,1,25.01492,Defect
R_qIV6xmS8wvSLBEB,2/4/2022 15:11,0,1,0,0,1,100,0,100,100,-0.9245637,Flanker,,,,,0.8587907,0.0920465,0.0491628,836.2646,1,58,1,3,2,2,7,4,6,7,6,6,5,9,3,96,5,5,2,4,3,2,1,4,8,2,3,24.3898,Other
R_1M0UtbzuDJQ6yeD,2/3/2022 16:59,94,1,96,1,1,97,57,79,96,-1.348773,Flanker,,,,,0.8636863,0.0958431,0.0404706,835.3024,1,48,1,4,2,3,7,6,5,5,4,6,8,9,1,1,1,5,4,2,3,2,3,6,8,9,3,27.27104,Coop
R_2qkgFHICcuNYGDc,2/4/2022 19:47,19,1,15,1,1,95,1,88,1,-0.5976307,Flanker,,,,,0.8546947,0.0944421,0.0508632,831.8556,1,65,1,2,2,2,8,6,6,6,8,5,10,10,2,3,3,4,1,1,1,2,3,4,7,8,3,26.28313,SuspiciousTitForTat
R_1Kj4WosLWVwESiB,2/2/2022 21:52,100,1,100,1,1,100,50,100,71,3.43769,Flanker,,,,,0.8734054,0.092973,0.0336216,814.0261,1,42,1,1,1,2,0,4,5,3,1,1,10,10,4,98,2,1,1,4,1,1,4,1,6,12,3,24.02832,Coop
R_2WSDwRVxfEIN9sh,2/3/2022 16:40,50,1,59,1,1,84,100,100,0,-3.85342,Flanker,,,,,0.8686996,0.0950673,0.0362332,828.9637,2,58,1,2,2,3,1,4,5,5,6,3,6,10,3,98,5,5,4,2,3,2,5,6,7,1,0,24.95858,FourteenCoop
R_3pgSdbdEjDrbvHB,2/2/2022 20:38,8,1,6,1,1,93,0,89,6,0.6153928,Flanker,,,,,0.8747458,0.0954237,0.0298305,809.099,1,36,2,3,2,2,7,5,6,6,9,9,4,8,1,2,5,4,4,4,2,2,3,3,7,8,2,26.03704,SuspiciousTitForTat
R_3nqkAI5myfGoNOK,2/3/2022 17:35,0,1,0,0,1,0,100,0,0,0.6084085,Flanker,,,,,0.8581875,0.0935625,0.04825,846.3455,2,60,1,6,2,1,3,3,6,7,10,7,10,10,1,2,5,2,2,4,2,2,2,3,8,16,1,26.44988,SuckerDef
R_cx7ZnzZnXODovKx,2/3/2022 16:56,0,1,0,1,1,0,0,0,0,-2.606635,Flanker,,,,,0.8620611,0.0943511,0.0435878,837.1844,1,74,1,5,2,2,4,6,4,3,9,9,10,10,1,2,4,2,1,2,1,2,1,1,9,5,1,28.83398,Defect
R_3isDX880tLpeWU9,2/2/2022 21:09,28,1,36,1,1,75,20,36,29,-3.939355,Flanker,,,,,0.8707007,0.0932484,0.036051,813.2766,2,39,1,5,2,4,2,3,6,4,4,5,9,10,1,3,5,1,1,4,1,2,3,8,9,13,1,40.16299,Random
R_bgvlu8A5AGg2Kv7,2/3/2022 17:08,93,1,0,1,1,74,11,78,0,-3.939355,Flanker,,,,,0.8627068,0.0941353,0.0431579,836.637,1,45,1,3,2,3,7,2,6,7,7,3,9,10,3,98,2,2,4,1,2,2,1,3,7,6,3,25.76582,SuspiciousTitForTat
R_2QyxZQ4lKbMbbRX,2/3/2022 17:25,,0,,,,,,,,,Flanker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2CHtyxLr5SsFtOq,2/4/2022 15:39,100,1,100,1,1,100,23,100,0,-3.637042,Flanker,,,,,0.8550567,0.0922903,0.0526531,839.256,1,38,1,1,2,1,2,6,6,6,4,7,10,10,3,96,2,2,4,4,4,2,2,1,6,10,3,38.65247,TitForTat
R_A0d2wPog4uppeBX,1/31/2022 16:16,21,1,,,,,,,,,Flanker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coop
R_1flMM0XwoPajEB5,2/4/2022 14:16,22,1,11,1,1,79,33,25,25,-0.067778,Flanker,,,,,0.8608293,0.0935122,0.0456585,834.6832,1,43,1,4,2,1,1,5,6,4,10,10,10,10,1,1,3,3,2,1,2,2,3,1,6,5,3,22.9551,StubbornDef
R_6nXCyGXnoGS71Jv,1/31/2022 16:40,99,1,100,0,1,100,0,100,0,2.073183,Flanker,,,,,0.9183334,0.0511111,0.0305556,826.6539,1,38,1,2,1,2,5,6,7,7,3,3,8,10,1,99,6,5,4,4,5,2,3,1,6,5,3,33.22434,TitForTat
R_sANjTB0kL6ViFbz,2/3/2022 17:02,0,1,100,1,1,100,50,50,100,-1.531535,Flanker,,,,,0.8640741,0.0932593,0.0426667,836.0505,2,58,1,4,1,1,6,6,5,7,8,4,9,10,1,1,3,3,4,4,3,2,2,1,6,8,3,26.4674,Coop
R_25Hj1ybXqVGp6MC,2/3/2022 15:07,21,0,22,0,1,65,28,41,66,2.184292,Flanker,,,,,,,,,1,40,"1,5",3,1,3,7,4,6,8,8,4,7,5,2,98,3,3,4,4,4,2,1,5,8,8,3,24.40488,Random
R_8Ds7ILegj9jp0e5,1/31/2022 16:34,100,1,100,1,1,100,93,100,100,-2.888432,Flanker,,,,,0.9169231,0.0533333,0.0297436,825.7056,1,49,1,1,2,1,2,5,6,5,3,2,8,10,4,97,1,5,1,2,1,2,5,1,5,13,3,21.58013,Coop
R_2SAWeE1ZqhgBopl,2/4/2022 17:52,100,1,100,1,1,100,94,0,100,-3.034313,Flanker,,,,,0.8561304,0.0927826,0.051087,834.627,1,54,1,5,2,1,8,5,7,8,7,8,4,8,4,97,1,1,4,4,2,2,2,6,8,7,3,25.10216,Other
R_1Ffx86jQyEhOQfZ,2/2/2022 20:58,69,0,68,1,1,60,66,22,44,0.978326,Flanker,,,,,0.871875,0.0925,0.035625,813.2391,1,53,1,5,1,2,7,5,6,5,8,8,8,6,1,2,4,2,4,4,3,2,3,4,4,6,0,29.15425,Random
R_3j9CRPTL3QiXyCR,2/2/2022 20:40,100,1,100,1,1,100,0,0,0,-0.8652707,Flanker,,,,,0.8752459,0.0947541,0.03,806.8797,1,45,1,1,2,4,2,3,4,4,8,1,10,10,4,97,3,3,4,2,6,2,2,1,8,12,3,40.81848,Grim
R_2R4HiMGZzoC5VVh,1/31/2022 15:51,100,0,100,0,1,100,100,100,100,0.3181704,Flanker,,,,,,,,,2,56,1,6,2,3,3,6,7,6,8,9,10,10,1,2,1,1,2,2,5,2,4,4,6,9,2,99.32648,Coop
R_0iDF93fXhWbsfkd,2/2/2022 19:38,89,0,93,1,1,90,51,90,97,-2.544898,Flanker,,,,,0.8891803,0.0816393,0.0291803,827.162,1,56,1,4,2,2,4,5,5,6,8,9,2,9,1,2,3,3,4,4,2,2,1,6,7,3,0,29.12429,Coop
R_1pEiFxdrtPPaz6J,2/3/2022 20:43,81,1,14,1,1,30,76,15,76,-3.165831,Flanker,,,,,0.8587692,0.0941538,0.0470769,839.4272,1,69,1,5,1,1,10,1,6,7,9,10,9,10,1,12,3,4,2,4,2,2,1,1,6,2,1,35.15,Other
R_2rHfYUen90eCjPB,2/2/2022 20:27,100,1,100,1,1,100,100,100,100,3.145847,Flanker,,,,,0.8745299,0.0953846,0.0300855,811.3998,1,41,1,1,1,2,10,1,5,1,1,1,10,6,2,98,6,5,1,1,1,2,4,1,6,20,2,25.80263,Coop
R_2dKlJxWRay5yYzA,2/3/2022 17:24,54,1,57,1,1,42,55,44,56,3.690737,Flanker,,,,,0.85761,0.0939623,0.0484277,846.0687,2,55,1,2,1,2,5,3,6,7,4,5,10,10,4,99,6,6,2,2,1,2,3,3,5,10,3,18.7926,Random
R_1IuTzC3UZs6BSrQ,2/3/2022 17:00,,,,,,,,,,,Flanker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_pGC4zHUIiZRBEfD,1/31/2022 15:38,100,1,45,1,1,67,40,51,73,-0.979295,Flanker,,,,,0.956,0.024,0.02,782.12,2,63,1,6,1,5,1,2,3,5,10,10,3,10,1,2,5,4,1,2,3,2,4,1,7,4,0,39.85261,Random
R_yV1qYd3zV9vrORr,2/2/2022 21:02,50,1,50,1,1,50,50,50,50,2.265773,Flanker,,,,,0.8708333,0.0941667,0.035,817.2375,2,60,2,2,1,3,0,4,6,8,3,1,6,6,1,2,2,2,1,4,1,2,2,1,7,8,1,33.27811,Random
R_2xPsrIuvHGfZhoU,2/3/2022 15:53,18,0,97,1,1,13,0,34,4,-1.02408,Flanker,,,,,0.8702885,0.0932692,0.0364423,825.6306,2,54,1,4,1,4,0,4,5,3,7,3,4,8,1,3,1,1,1,1,2,2,3,1,6,7,0,29.40237,Other
R_1LIgmWRBrZlRxfE,2/2/2022 20:21,100,1,97,1,1,100,100,99,100,3.652429,Flanker,,,,,0.8690541,0.092973,0.037973,821.6691,2,50,1,1,1,2,2,2,4,3,5,2,10,10,2,96,3,2,1,1,2,2,4,1,5,2,1,24.32526,Coop
R_8iSQXPHOCQVif4Z,1/31/2022 15:48,13,1,14,1,1,100,0,0,0,-2.982163,Flanker,,,,,0.945,0.0275,0.0275,825.68,1,68,1,5,2,3,7,5,6,4,10,10,8,8,1,1,2,4,1,2,2,2,3,1,7,5,3,33.44723,StubbornDef
R_3dSOHNV66G6AriZ,2/3/2022 19:32,67,1,0,1,1,76,65,66,0,4.16012,Flanker,,,,,0.8576781,0.0948813,0.0474406,840.1346,1,46,2,1,1,3,6,4,5,6,1,5,5,7,1,9,4,3,2,4,4,2,2,1,8,12,0,23.18924,Other
R_2uwUyeGz7ucuK9d,1/31/2022 17:45,79,1,79,1,1,68,34,70,68,-1.096198,Flanker,,,,,0.9191667,0.05375,0.0270833,815.2813,1,41,1,3,2,3,5,4,5,3,3,3,7,9,3,96,2,6,1,2,3,2,3,2,6,4,2,23.14977,Random
R_3NU8oTe6iSQtnxQ,2/4/2022 16:43,33,1,18,1,1,88,29,13,22,0.5809807,Flanker,,,,,0.8564912,0.092193,0.0513158,835.1422,1,36,1,3,1,1,8,5,7,6,4,7,4,9,1,1,4,3,2,2,3,2,2,4,9,7,0,26.57845,StubbornDef
R_vZh9fsBEJVQM4Lv,2/2/2022 21:54,90,1,92,1,1,97,97,97,97,-0.8604168,Flanker,,,,,0.8739267,0.0926702,0.0334031,814.597,2,62,1,4,2,2,3,3,6,6,10,10,10,9,1,3,5,5,4,2,4,2,2,8,8,6,2,25.15142,Coop
R_qyEx2SpGeRBzEIh,2/2/2022 20:21,16,1,5,1,1,16,9,9,13,0.9521591,Flanker,,,,,0.8679166,0.0997917,0.0322917,817.1529,1,53,2,1,1,4,4,7,4,4,2,3,8,10,1,3,4,6,1,4,2,2,3,1,7,10,1,28.97193,Defect
R_zVey1t66rvsF0tj,2/2/2022 20:44,,0,,,,,,,,,Flanker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1cRKUEv9NKDyjKN,2/2/2022 18:56,73,1,78,1,1,89,0,77,0,-3.841346,Flanker,,,,,0.8969231,0.0730769,0.03,820.3307,2,53,"1,3",4,2,1,4,5,7,5,8,5,3,8,1,2,4,6,2,4,1,2,3,6,7,5,1,34.19901,TitForTat
R_D1Y7lvwz1cUS11v,2/4/2022 14:17,11,1,75,1,1,100,0,79,0,-2.242357,Flanker,,,,,0.8599508,0.0941032,0.0459459,835.8312,1,39,1,4,2,1,8,5,7,7,7,9,8,9,1,1,5,5,4,2,4,2,1,5,6,8,3,23.24204,TitForTat
R_0OssB6UvdkmjNf3,2/3/2022 16:14,23,1,21,0,1,0,100,100,0,0.7675131,Flanker,,,,,0.8705825,0.0936893,0.0357282,825.6111,1,68,1,5,1,4,4,6,4,6,8,9,6,9,1,1,1,1,1,2,2,2,2,6,8,3,2,27.19401,Other
R_Os5bLEbBVV0azLP,2/4/2022 15:09,9,1,15,1,1,10,27,1,11,3.917278,Flanker,,,,,0.8584897,0.0929519,0.0485584,834.7236,1,57,1,2,1,1,4,5,7,3,3,2,7,8,1,1,5,2,1,2,1,2,1,2,6,11,1,29.22525,Defect
R_2OHDpWinJf4e9lw,2/3/2022 16:13,61,1,63,1,1,40,42,46,46,-3.442072,Flanker,,,,,0.8698039,0.0942157,0.0359804,825.722,2,48,1,5,2,3,4,4,6,5,10,10,1,10,1,3,5,4,2,4,3,2,1,3,8,8,2,27.36592,Random
R_2w0JbhWFhcPOWVp,2/3/2022 19:02,73,1,75,1,1,88,30,79,41,-2.185257,Flanker,,,,,0.8570968,0.0946774,0.0482258,842.0931,1,36,1,3,1,2,6,6,6,4,4,5,4,10,3,1,5,4,1,2,1,2,3,2,7,6,3,23.7076,Random
R_3LYA08fJRSiCPB5,2/3/2022 16:59,83,1,88,1,1,95,77,96,79,-1.415739,Flanker,,,,,0.86504,0.09416,0.0408,834.8182,2,43,1,2,2,2,1,6,7,5,4,3,9,10,1,3,5,1,4,4,2,2,1,6,7,6,0,20.98026,Coop
R_1rq6mq0O3gXFEfI,2/4/2022 13:23,16,1,23,1,1,14,16,17,16,6.131984,Flanker,,,,,0.859599,0.093985,0.046416,837.2036,1,40,1,4,1,2,3,3,4,2,10,10,5,5,4,98,2,2,1,2,3,2,3,1,5,20,0,32.98355,Defect
R_1pRQeGtS5GqxD5j,2/4/2022 14:59,0,1,97,1,1,100,0,0,1,,Flanker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grim
R_1revAs0ufHD41Nc,2/3/2022 18:16,0,1,0,1,1,0,0,0,0,-1.501971,Flanker,,,,,0.8583285,0.0958501,0.0458213,839.6945,2,37,1,4,1,3,2,4,5,3,1,1,6,10,1,1,2,3,1,4,4,2,3,2,5,4,0,32.76148,Defect
R_2YS6WTvw39f5lgY,2/3/2022 20:09,71,1,100,1,1,100,63,100,49,-3.225245,Flanker,,,,,0.8588601,0.0943005,0.0468394,839.3098,1,52,1,1,2,2,3,5,6,6,3,4,2,10,3,96,3,2,1,4,1,2,4,2,8,11,3,21.23347,FourteenCoop
R_2QGpla94lwLvCTh,2/3/2022 16:45,92,1,99,1,1,100,0,79,0,-3.099653,Flanker,,,,,0.8661433,0.0923549,0.0415017,833.8664,1,47,1,4,1,3,5,4,5,5,9,7,6,8,2,98,2,2,1,2,1,2,3,6,9,9,3,28.12,TitForTat
R_21GO9ShJiovzSSB,2/2/2022 21:37,93,1,86,1,1,100,54,54,38,-0.8091874,Flanker,,,,,0.8708671,0.0946821,0.0344509,817.4271,1,41,1,3,2,1,4,5,5,5,3,3,10,8,4,97,2,1,1,1,4,2,2,2,6,9,3,38.10205,Random
R_1okepbldgNPGtVR,2/2/2022 21:14,50,0,0,0,1,0,0,0,0,-2.014138,Flanker,,,,,0.8707317,0.0939024,0.0353659,817.1307,2,65,1,4,2,2,2,5,4,3,7,7,8,8,4,96,4,4,1,1,1,2,1,4,8,15,0,23.17017,Defect
R_3PpKr0FrBlbNEj3,2/3/2022 17:11,100,1,100,1,1,100,100,100,100,-3.530624,Flanker,,,,,0.8630711,0.0939326,0.0429963,835.7453,1,52,1,4,2,1,2,4,6,8,6,5,4,9,4,96,3,3,4,2,3,2,2,1,6,10,3,27.99342,Coop
R_1mEMxnFWlbHHWuG,2/4/2022 15:12,31,1,37,1,1,33,30,40,37,,Flanker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Random
R_yUv06OkBmDJwYU1,2/4/2022 20:14,24,1,12,1,1,69,64,33,81,2.754424,Flanker,,,,,0.8547479,0.0943277,0.0509244,832.633,1,65,1,4,1,3,4,4,5,3,7,5,4,9,3,96,4,3,1,4,2,2,3,7,7,3,3,27.75849,Random
R_24NQuIeE1GAVuQL,2/2/2022 20:45,0,1,0,1,1,0,0,0,0,0.7667428,Flanker,,,,,0.8779845,0.0927132,0.0293023,803.6252,1,65,1,6,2,3,4,5,7,7,10,9,9,10,2,1,3,2,2,4,1,2,1,1,7,3,2,22.14871,Defect
R_2y9qogPFn3bN3Ya,2/2/2022 19:36,49,1,50,1,1,50,50,50,50,0.0453517,Flanker,,,,,0.8753425,0.0931507,0.0315068,815.3578,1,53,"1,5",1,1,3,6,2,7,5,3,2,6,9,3,98,6,2,2,2,2,2,1,3,6,7,1,31.30351,Random
R_2Pwkiq1CEDs08AN,2/3/2022 17:03,0,1,0,1,1,100,1,100,0,2.320874,Flanker,,,,,0.8661855,0.0925773,0.0412371,832.8613,2,38,5,1,1,5,3,7,6,7,9,8,2,7,1,1,5,4,4,4,4,2,3,4,8,17,1,27.45402,SuspiciousTitForTat
R_2VeBk6OrdyHvPJ7,2/3/2022 17:02,50,1,50,1,1,45,42,55,45,-3.939355,Flanker,,,,,0.865784,0.092892,0.041324,832.7018,2,35,"1,5",5,2,2,5,3,6,7,10,10,10,10,1,2,5,5,4,2,5,2,1,4,9,10,0,29.75496,Random
R_1kFWMRPL7DQNQhR,2/4/2022 13:11,100,1,100,1,1,100,100,100,32,-3.561926,Flanker,,,,,0.859598,0.0939699,0.0464322,837.0889,1,53,1,5,1,4,10,6,4,6,7,6,9,10,1,99,3,3,2,1,2,2,3,1,7,12,3,27.12191,FourteenCoop
R_2ATK1O6raPARgM2,2/3/2022 18:19,8,1,4,1,1,6,18,9,34,-3.747727,Flanker,,,,,0.8579502,0.094626,0.0474238,842.5018,2,58,1,4,2,2,3,4,5,5,4,4,2,6,1,3,3,2,2,1,3,2,2,1,8,1,1,26.62249,Defect
R_3MPw1FBVMXwyQEL,2/2/2022 21:39,43,1,35,1,1,35,34,34,34,-1.816092,Flanker,,,,,0.8715897,0.0933333,0.0350769,821.644,2,63,1,3,2,3,7,2,5,3,8,6,4,10,1,99,5,3,1,4,4,2,3,1,5,11,0,15.79004,Random
R_3OeOKyCyk8ibmkP,2/4/2022 14:53,70,1,100,1,1,100,63,100,33,1.427281,Flanker,,,,,0.8607925,0.0922611,0.0469464,833.552,1,42,1,4,1,1,7,4,5,3,3,2,10,7,3,98,5,4,1,4,2,2,1,1,8,16,3,33.90239,FourteenCoop
R_28zEBeozlR1FEIZ,2/3/2022 17:12,0,1,0,1,1,23,86,51,74,1.104923,Flanker,,,,,0.8664789,0.0917606,0.0417606,834.6402,1,55,1,5,2,1,5,5,6,9,8,6,10,10,4,97,5,3,4,4,2,2,2,8,8,8,2,26.44595,Other
R_vHUpIAzlP1uZqwN,2/4/2022 21:29,78,1,15,1,1,13,12,76,50,-2.105651,Flanker,,,,,0.8536777,0.0960331,0.0502893,831.3687,1,36,1,3,2,1,10,6,6,7,8,6,5,8,1,3,6,5,1,4,3,2,3,2,7,6,0,23.05363,Other
R_2B3DiyyzwZk1ajv,2/2/2022 21:09,88,1,87,1,1,94,8,10,10,-0.9533162,Flanker,,,,,0.8696774,0.0938065,0.0365161,816.4609,1,38,1,3,2,2,4,5,6,8,7,8,7,9,3,6,3,4,4,4,4,2,3,7,9,8,3,20.37681,Grim
R_qwpAI6AAy6Lwnmh,2/3/2022 17:46,64,0,67,1,1,84,35,85,5,4.049651,Flanker,,,,,,,,,2,38,1,4,1,3,2,5,5,3,1,1,6,7,2,96,6,6,1,4,3,2,4,1,7,4,2,27.43572,TitForTat
R_vBvOnIcwZpek6wV,1/31/2022 15:54,100,1,100,0,1,100,78,100,0,-2.686551,Flanker,,,,,0.9290909,0.0272727,0.0436364,850.6309,2,51,1,1,2,2,4,6,6,7,2,2,9,10,3,1,5,6,4,2,4,2,3,1,7,12,3,29.67927,FourteenCoop
R_2S6MTH5b7OHeuz9,2/2/2022 21:10,64,1,85,1,1,100,32,91,17,1.222788,Flanker,,,,,0.8703846,0.0933333,0.0362821,814.8527,2,45,1,2,2,2,6,2,5,3,3,3,6,10,3,98,5,2,1,2,2,2,4,1,4,11,2,25.49908,TitForTat
R_XNvd98OxLkEWqaJ,2/3/2022 17:12,0,1,0,0,1,100,0,0,0,-1.822292,Flanker,,,,,0.8651798,0.0926619,0.0421583,837.4756,1,72,1,4,2,2,3,6,6,5,10,10,10,10,1,2,6,6,1,4,1,2,2,4,8,3,2,31.79607,StubbornDef
R_2BzaQiEQyz11or8,2/2/2022 20:06,10,1,0,1,1,85,21,31,20,-2.916261,Flanker,,,,,0.8736709,0.0921519,0.0341772,826.202,2,55,1,1,2,3,3,6,6,7,7,2,3,8,3,1,5,4,2,2,4,2,4,4,8,7,3,28.40404,StubbornDef
R_2pVkb0ZiDQBgen6,2/4/2022 12:43,74,1,79,1,1,100,0,100,0,-2.084064,Flanker,,,,,0.8599495,0.0933838,0.0466667,837.8259,1,39,1,3,2,1,6,5,7,6,4,3,3,9,4,98,4,1,4,1,3,2,2,4,5,14,1,29.04959,TitForTat
R_pn3OSt5fJP8nVmh,2/2/2022 20:24,0,0,0,1,1,5,82,14,86,-2.089123,Flanker,,,,,0.8683674,0.0993878,0.0322449,817.7377,1,40,1,2,2,1,1,7,3,3,1,1,8,10,1,2,3,3,1,4,1,2,3,2,7,9,0,53.87213,Other
R_1f8x6iVIwRyKh5J,2/3/2022 18:20,69,1,88,1,1,97,14,90,11,-3.212978,Flanker,,,,,0.8590909,0.0955682,0.0453409,838.5707,2,47,1,5,1,3,1,5,6,5,8,9,9,9,1,2,3,2,2,4,4,2,2,5,8,8,3,23.40106,TitForTat
R_C7Zg9khaUbIjluh,2/2/2022 20:52,93,1,91,1,1,97,95,28,31,-0.0464179,Flanker,,,,,0.8742029,0.0942029,0.0315942,808.553,1,71,1,6,1,4,2,4,7,5,5,4,10,10,1,3,4,2,2,1,2,2,2,4,8,4,3,26.30169,Other
R_qyl3duIYAbTJgLD,2/3/2022 17:05,85,1,95,1,1,100,23,84,50,1.841421,Flanker,,,,,0.8617424,0.0948485,0.0434091,836.8889,2,61,1,1,2,1,7,6,6,6,1,3,9,10,4,98,6,6,4,4,2,2,1,5,7,6,3,22.23775,TitForTat
R_RlYK7nb3SMArQ0V,1/31/2022 16:00,0,1,5,1,1,86,90,3,0,-3.642997,Flanker,,,,,,,,,1,49,1,4,2,4,7,6,7,6,8,9,7,8,2,2,3,3,2,2,2,2,2,5,6,10,3,30.37654,SuckerDef
R_2amnfqNj5s6le8r,1/31/2022 15:46,3,0,4,1,1,5,5,6,5,-3.56585,Flanker,,,,,0.926,0.026,0.048,870.606,2,51,1,3,1,3,2,1,5,4,5,2,5,9,4,97,2,6,2,1,2,2,1,2,6,6,2,,Defect
R_2dX780ZE5HFxIwO,2/2/2022 19:48,44,1,35,1,1,36,0,0,0,-1.080027,Flanker,,,,,0.8838235,0.0855882,0.0305882,820.1844,2,43,1,1,1,2,0,4,6,1,1,1,5,10,3,98,2,4,1,1,3,2,5,1,6,10,2,30.41756,Defect
R_1EXalGOU2xC8C0Y,2/2/2022 19:26,18,1,7,1,1,60,0,85,0,-2.368876,Flanker,,,,,0.8836364,0.0851515,0.0312121,825.1082,1,48,6,2,1,1,4,6,5,2,6,1,9,10,4,97,4,3,4,2,3,2,3,1,7,10,2,25.10714,SuspiciousTitForTat
R_3PU0iQ8A6PVFz3h,2/3/2022 18:41,100,1,100,1,1,100,0,0,0,2.938237,Flanker,,,,,0.8593478,0.0940761,0.0465761,840.1856,1,38,1,5,1,1,3,4,7,7,10,10,10,10,4,97,1,1,4,2,6,2,1,2,8,10,2,33.37838,Grim
R_rfCa7lGA42uAEq5,2/2/2022 20:34,27,1,29,1,1,63,35,70,18,-0.5633004,Flanker,,,,,0.87776,0.0928,0.02944,804.5061,1,45,1,1,1,1,8,5,6,6,4,3,4,10,3,98,5,6,2,4,2,2,3,2,5,10,3,31.3777,Random
R_Q0KAu0EBTDe0OPf,2/3/2022 16:58,50,1,44,0,1,20,88,18,53,-1.089871,Flanker,,,,,0.8642857,0.0952381,0.0404762,832.6286,2,49,1,5,2,3,6,4,5,3,3,9,4,9,1,2,2,4,1,1,2,2,2,4,6,4,2,26.75779,Random
R_2YDhg2L8Z0Wv4oN,2/2/2022 19:58,14,1,15,1,1,0,0,0,0,-3.860639,Flanker,,,,,0.8781334,0.0912,0.0306667,816.224,1,64,1,4,2,4,3,6,6,5,7,8,4,9,1,2,5,4,4,1,2,2,1,6,6,13,3,34.30922,Defect
R_zcbN0TCWferRgFX,2/4/2022 15:22,72,1,85,1,1,100,21,91,0,0.0362185,Flanker,,,,,0.8548636,0.0923636,0.0527727,839.7241,1,54,"1,5",4,2,2,6,6,5,3,10,9,10,9,1,3,5,3,1,1,1,2,3,7,7,4,2,35.43793,TitForTat
